Data_Registro;Sexo;Media_Atual;Ano_Anterior;Faculdade_Categoria;Media_2023;Status_Alojamento_2023;Subsidio_2023;Bolsa_Estudo_2023;Horas_Estudo_Adicionais;Frequencia_Festa;Consumo_Alcool;Aulas_Faltas_Alcool;Modulos_Reprovados;Relacionamento_Romantico;Aprovacao_Pais_Alcool;Relacionamento_Pais;Timestamp_Date;Timestamp_Time;AVG_Studying_Hours;AVG_Consumo_Alcool
2024/03/07 6:06:21 pm EET;Male;73;1st Year;Economic & Management Sciences;52;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;2;1-3;1;4;No;Yes;"Very close";2024-03-07;18:06:21.0000000;4;2
2024/03/07 6:07:35 pm EET;Female;76;Postgraduate;Economic & Management Sciences;79;Private accommodation/ stay with family/friends;R 8000+;No;5-8;2;1-3;0;0;No;Yes;"Very close";2024-03-07;18:07:35.0000000;6,5;2
2024/03/07 6:08:05 pm EET;Male;76;1st Year;Engineering;56;Non-private accommodation ie. Res;R 4001- R 5000;No;8;Only weekends;1-3;0;0;Yes;Yes;"Close";2024-03-07;18:08:05.0000000;8;2
2024/03/07 6:08:50 pm EET;Male;82;2nd Year;Arts & Social Sciences;70;Non-private accommodation ie. Res;R 4001- R 5000;No;1-3;2;8;4;0;Yes;Yes;"Close";2024-03-07;18:08:50.0000000;2;8
2024/03/07 6:10:05 pm EET;Male;82;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;1;5-8;0;0;No;Yes;"Very close";2024-03-07;18:10:05.0000000;8;6,5
2024/03/07 6:11:08 pm EET;Male;68;2nd Year;AgriSciences;57;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;1;5-8;1;3;Yes;No;"Close";2024-03-07;18:11:08.0000000;4;6,5
2024/03/07 6:11:14 pm EET;Female;84;1st Year;Science;64;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;2;3-5;1;0;No;Yes;"Very close";2024-03-07;18:11:14.0000000;2;4
2024/03/07 6:11:21 pm EET;Male;79;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 8000+;No;8;1;5-8;2;2;No;No;"Close";2024-03-07;18:11:21.0000000;8;6,5
2024/03/07 6:11:41 pm EET;Male;89;2nd Year;Economic & Management Sciences;74;Non-private accommodation ie. Res;R 4001- R 5000;No;3-5;1;3-5;0;0;No;Yes;"Very close";2024-03-07;18:11:41.0000000;4;4
2024/03/07 6:12:43 pm EET;Female;82;2nd Year;Education;73;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;Only weekends;5-8;0;0;Yes;Yes;"Close";2024-03-07;18:12:43.0000000;4;6,5
2024/03/07 6:12:47 pm EET;Female;83;2nd Year;Economic & Management Sciences;51;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;Only weekends;1-3;0;4;Yes;Yes;"Fair";2024-03-07;18:12:47.0000000;8;2
2024/03/07 6:15:14 pm EET;Male;76;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;3;8;2;0;No;Yes;"Very close";2024-03-07;18:15:14.0000000;6,5;8
2024/03/07 6:15:31 pm EET;Male;83;2nd Year;Engineering;60;Non-private accommodation ie. Res;R 4001- R 5000;No;5-8;3;5-8;4;1;No;Yes;"Very close";2024-03-07;18:15:31.0000000;6,5;6,5
2024/03/07 6:15:48 pm EET;Female;76;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;3;5-8;2;2;No;Yes;"Very close";2024-03-07;18:15:48.0000000;4;6,5
2024/03/07 6:16:12 pm EET;Male;82;1st Year;Economic & Management Sciences;65;Private accommodation/ stay with family/friends;;Yes (NSFAS, etc...);1-3;0;0;0;0;No;No;"Close";2024-03-07;18:16:12.0000000;2;0
2024/03/07 6:16:51 pm EET;Female;76;1st Year;Arts & Social Sciences;54;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;4;5-8;4;3;Yes;Yes;"Very close";2024-03-07;18:16:51.0000000;2;6,5
2024/03/07 6:19:15 pm EET;Male;78;1st Year;Science;65;Non-private accommodation ie. Res;R 5001 - R 6000;No;1-3;Only weekends;0;0;2;No;Yes;"Very close";2024-03-07;18:19:15.0000000;2;0
2024/03/07 6:23:51 pm EET;Male;79;2nd Year;Economic & Management Sciences;64;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;2;3-5;3;3;Yes;Yes;"Very close";2024-03-07;18:23:51.0000000;4;4
2024/03/07 6:23:58 pm EET;Female;72;1st Year;Economic & Management Sciences;61;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;1;0;0;1;No;Yes;"Very close";2024-03-07;18:23:58.0000000;4;0
2024/03/07 6:25:59 pm EET;Male;65;;Science;;Private accommodation/ stay with family/friends;R 6001 - R 7000;Yes (NSFAS, etc...);3-5;2;8;1;0;No;Yes;"Very close";2024-03-07;18:25:59.0000000;4;8
2024/03/07 6:26:53 pm EET;Male;70;Postgraduate;AgriSciences;68;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;3;3-5;2;0;No;Yes;"Very close";2024-03-07;18:26:53.0000000;2;4
2024/03/07 6:27:21 pm EET;Male;72;2nd Year;Economic & Management Sciences;53;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;8;0;4;Yes;Yes;"Close";2024-03-07;18:27:21.0000000;6,5;8
2024/03/07 6:28:20 pm EET;Female;74;1st Year;Economic & Management Sciences;73;Non-private accommodation ie. Res;;Yes (NSFAS, etc...);3-5;1;3-5;0;0;Yes;No;"Close";2024-03-07;18:28:20.0000000;4;4
2024/03/07 6:28:39 pm EET;Female;76;1st Year;Economic & Management Sciences;50;Non-private accommodation ie. Res;R 7001 - R 8000;No;0;Only weekends;5-8;0;4;Yes;Yes;"Very close";2024-03-07;18:28:39.0000000;0;6,5
2024/03/07 6:33:23 pm EET;Female;81;1st Year;AgriSciences;64;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;1;5-8;1;0;No;No;"Close";2024-03-07;18:33:23.0000000;2;6,5
2024/03/07 6:34:12 pm EET;Female;85;2nd Year;Economic & Management Sciences;73;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;2;1-3;4;0;Yes;Yes;"Very close";2024-03-07;18:34:12.0000000;8;2
2024/03/07 6:34:17 pm EET;Female;85;2nd Year;Economic & Management Sciences;73;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;2;1-3;4;0;Yes;Yes;"Very close";2024-03-07;18:34:17.0000000;8;2
2024/03/07 6:37:49 pm EET;Female;80;2nd Year;Economic & Management Sciences;50;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;1;1-3;0;1;Yes;Yes;"Very close";2024-03-07;18:37:49.0000000;6,5;2
2024/03/07 6:39:00 pm EET;Female;84;2nd Year;Economic & Management Sciences;68;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;5-8;3;3-5;1;0;No;Yes;"Very close";2024-03-07;18:39:00.0000000;6,5;4
2024/03/07 6:42:55 pm EET;Male;69;4th Year;AgriSciences;65;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;5-8;2;8;2;2;No;Yes;"Very close";2024-03-07;18:42:55.0000000;6,5;8
2024/03/07 6:43:25 pm EET;Male;76;4th Year;Economic & Management Sciences;71;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;1;5-8;0;0;No;Yes;"Very close";2024-03-07;18:43:25.0000000;2;6,5
2024/03/07 6:44:27 pm EET;Female;78;2nd Year;Arts & Social Sciences;65;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;Only weekends;3-5;2;1;No;Yes;"Close";2024-03-07;18:44:27.0000000;6,5;4
2024/03/07 6:46:11 pm EET;Male;72;3rd Year;AgriSciences;60;Private accommodation/ stay with family/friends;;Yes (NSFAS, etc...);3-5;Only weekends;5-8;2;4;No;Yes;"Close";2024-03-07;18:46:11.0000000;4;6,5
2024/03/07 6:56:36 pm EET;Female;88;2nd Year;Economic & Management Sciences;72;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;1;1-3;1;0;Yes;Yes;"Fair";2024-03-07;18:56:36.0000000;8;2
2024/03/07 6:56:38 pm EET;Female;92;3rd Year;Science;70;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;3-5;4;8;2;0;No;Yes;"Very close";2024-03-07;18:56:38.0000000;4;8
2024/03/07 6:59:23 pm EET;Female;85;;Arts & Social Sciences;;;;No;1-3;1;3-5;0;0;No;No;"Close";2024-03-07;18:59:23.0000000;2;4
2024/03/07 7:02:56 pm EET;Male;74;3rd Year;Economic & Management Sciences;77;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;3-5;1;8;1;0;Yes;Yes;"Very close";2024-03-07;19:02:56.0000000;4;8
2024/03/07 7:03:36 pm EET;Male;78;2nd Year;AgriSciences;60;Non-private accommodation ie. Res;R 4001- R 5000;No;0;3;8;4;0;No;Yes;"Close";2024-03-07;19:03:36.0000000;0;8
2024/03/07 7:07:32 pm EET;Female;90;1st Year;Economic & Management Sciences;75;Non-private accommodation ie. Res;R 4001- R 5000;Yes (NSFAS, etc...);3-5;Only weekends;1-3;0;1;No;Yes;"Close";2024-03-07;19:07:32.0000000;4;2
2024/03/07 7:09:17 pm EET;Male;84;2nd Year;Economic & Management Sciences;68;Non-private accommodation ie. Res;R 4001- R 5000;No;1-3;4;5-8;0;0;No;Yes;"Close";2024-03-07;19:09:17.0000000;2;6,5
2024/03/07 7:12:26 pm EET;Female;91.86;2nd Year;Economic & Management Sciences;65.89;Private accommodation/ stay with family/friends;;Yes (NSFAS, etc...);8;0;0;0;1;No;No;"Very close";2024-03-07;19:12:26.0000000;8;0
2024/03/07 7:14:33 pm EET;Male;80;4th Year;Economic & Management Sciences;63;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;Only weekends;5-8;0;2;Yes;Yes;"Very close";2024-03-07;19:14:33.0000000;8;6,5
2024/03/07 7:15:06 pm EET;Male;71;2nd Year;Economic & Management Sciences;55;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;8;Only weekends;8;2;2;Yes;Yes;"Very close";2024-03-07;19:15:06.0000000;8;8
2024/03/07 7:18:00 pm EET;Female;80;2nd Year;Economic & Management Sciences;73;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;3-5;1;1-3;1;0;Yes;No;"Very close";2024-03-07;19:18:00.0000000;4;2
2024/03/07 7:18:59 pm EET;Female;75;2nd Year;Arts & Social Sciences;80;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;3-5;Only weekends;5-8;0;0;No;Yes;"Close";2024-03-07;19:18:59.0000000;4;6,5
2024/03/07 7:19:12 pm EET;Female;69;;Economic & Management Sciences;;;;No;3-5;1;1-3;0;0;Yes;Yes;"Very close";2024-03-07;19:19:12.0000000;4;2
2024/03/07 7:21:59 pm EET;Male;82;2nd Year;Economic & Management Sciences;69;Non-private accommodation ie. Res;R 4001- R 5000;No;0;4;8;0;0;No;No;"Very close";2024-03-07;19:21:59.0000000;0;8
2024/03/07 7:23:00 pm EET;Female;80;2nd Year;Arts & Social Sciences;70;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;8;3;3-5;4;0;Yes;Yes;"Very close";2024-03-07;19:23:00.0000000;8;4
2024/03/07 7:33:31 pm EET;Female;74;;Science;;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;8;2;1-3;0;0;No;Yes;"Very close";2024-03-07;19:33:31.0000000;8;2
2024/03/07 7:35:56 pm EET;Male;73;2nd Year;Economic & Management Sciences;73.5;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;Only weekends;3-5;0;0;Yes;Yes;"Very close";2024-03-07;19:35:56.0000000;8;4
2024/03/07 7:41:48 pm EET;Male;74;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;1;1-3;0;0;No;Yes;"Very close";2024-03-07;19:41:48.0000000;4;2
2024/03/07 7:45:38 pm EET;Female;84;2nd Year;Science;70;Private accommodation/ stay with family/friends;;No;8;1;5-8;0;0;Yes;Yes;"Very close";2024-03-07;19:45:38.0000000;8;6,5
2024/03/07 7:53:26 pm EET;Male;63;1st Year;Economic & Management Sciences;68;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;3;8;1;0;No;Yes;"Close";2024-03-07;19:53:26.0000000;4;8
2024/03/07 7:53:39 pm EET;Female;73;;Economic & Management Sciences;;;R 4001- R 5000;No;1-3;1;5-8;0;0;No;Yes;"Very close";2024-03-07;19:53:39.0000000;2;6,5
2024/03/07 7:54:01 pm EET;Male;78;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;1;5-8;3;0;No;Yes;"Very close";2024-03-07;19:54:01.0000000;6,5;6,5
2024/03/07 7:54:43 pm EET;Female;74;3rd Year;AgriSciences;63;Private accommodation/ stay with family/friends;;Yes (NSFAS, etc...);3-5;Only weekends;0;0;0;No;No;"Close";2024-03-07;19:54:43.0000000;4;0
2024/03/07 7:54:47 pm EET;Female;79;1st Year;Education;77;Private accommodation/ stay with family/friends;R 7001 - R 8000;Yes (NSFAS, etc...);5-8;3;1-3;0;0;No;Yes;"Very close";2024-03-07;19:54:47.0000000;6,5;2
2024/03/07 7:54:54 pm EET;Female;81;2nd Year;Science;70;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;Only weekends;1-3;0;1;No;No;"Very close";2024-03-07;19:54:54.0000000;4;2
2024/03/07 7:55:07 pm EET;Female;82;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;8;2;1-3;0;4;No;Yes;"Very close";2024-03-07;19:55:07.0000000;8;2
2024/03/07 7:55:47 pm EET;Female;75;3rd Year;Economic & Management Sciences;50;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;0;Only weekends;3-5;0;4;Yes;Yes;"Very close";2024-03-07;19:55:47.0000000;0;4
2024/03/07 8:02:29 pm EET;Female;;1st Year;Science;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;2;0;1;1;No;Yes;"Very close";2024-03-07;20:02:29.0000000;4;0
2024/03/07 8:06:35 pm EET;Female;72;1st Year;Arts & Social Sciences;73;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;Only weekends;5-8;0;0;No;Yes;"Close";2024-03-07;20:06:35.0000000;2;6,5
2024/03/07 8:07:03 pm EET;Male;79;;Engineering;;;R 6001 - R 7000;;3-5;0;0;0;0;No;Yes;"Close";2024-03-07;20:07:03.0000000;4;0
2024/03/07 8:07:03 pm EET;Female;70;2nd Year;Arts & Social Sciences;65;Private accommodation/ stay with family/friends;R 4001- R 5000;Yes (NSFAS, etc...);1-3;3;0;0;1;Yes;Yes;"Fair";2024-03-07;20:07:03.0000000;2;0
2024/03/07 8:07:15 pm EET;Female;86;2nd Year;Science;75;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;3-5;0;0;No;Yes;"Fair";2024-03-07;20:07:15.0000000;6,5;4
2024/03/07 8:10:53 pm EET;Male;76;1st Year;AgriSciences;62;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;1;5-8;3;0;No;Yes;"Very close";2024-03-07;20:10:53.0000000;8;6,5
2024/03/07 8:11:46 pm EET;Male;80;1st Year;Economic & Management Sciences;63;Non-private accommodation ie. Res;R 4001- R 5000;No;8;3;5-8;3;0;No;Yes;"Fair";2024-03-07;20:11:46.0000000;8;6,5
2024/03/07 8:13:02 pm EET;Male;76;3rd Year;Science;62;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;1;5-8;1;3;Yes;No;"Fair";2024-03-07;20:13:02.0000000;8;6,5
2024/03/07 8:14:46 pm EET;Male;75;1st Year;Science;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;3;8;3;2;No;Yes;"Very close";2024-03-07;20:14:46.0000000;6,5;8
2024/03/07 8:16:42 pm EET;Female;83;3rd Year;Economic & Management Sciences;55;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;Only weekends;1-3;0;1;Yes;Yes;"Very close";2024-03-07;20:16:42.0000000;8;2
2024/03/07 8:17:11 pm EET;Female;70;1st Year;Economic & Management Sciences;65;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;2;5-8;1;0;Yes;Yes;"Very close";2024-03-07;20:17:11.0000000;8;6,5
2024/03/07 8:21:30 pm EET;Female;70;1st Year;Science;57;Private accommodation/ stay with family/friends;R 5001 - R 6000;Yes (NSFAS, etc...);8;Only weekends;1-3;0;1;Yes;Yes;"Very close";2024-03-07;20:21:30.0000000;8;2
2024/03/07 8:23:39 pm EET;Female;81;2nd Year;Arts & Social Sciences;72;Private accommodation/ stay with family/friends;R 4001- R 5000;Yes (NSFAS, etc...);3-5;2;3-5;0;0;No;Yes;"Very close";2024-03-07;20:23:39.0000000;4;4
2024/03/07 8:25:15 pm EET;Male;86;;Engineering;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;0;5-8;1;0;Yes;Yes;"Very close";2024-03-07;20:25:15.0000000;8;6,5
2024/03/07 8:25:17 pm EET;Male;75;2nd Year;Science;50;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;1-3;Only weekends;3-5;0;4;Yes;Yes;"Close";2024-03-07;20:25:17.0000000;2;4
2024/03/07 8:25:25 pm EET;Male;83;2nd Year;Economic & Management Sciences;51;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;3-5;0;4;Yes;Yes;"Very close";2024-03-07;20:25:25.0000000;6,5;4
2024/03/07 8:31:09 pm EET;Female;77;1st Year;AgriSciences;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;1-3;0;0;No;Yes;"Very close";2024-03-07;20:31:09.0000000;6,5;2
2024/03/07 8:35:19 pm EET;Male;92;4th Year;Economic & Management Sciences;88;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;Only weekends;1-3;0;0;No;Yes;"Very close";2024-03-07;20:35:19.0000000;8;2
2024/03/07 8:41:19 pm EET;Male;72;1st Year;Economic & Management Sciences;54;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;1-3;3;8;4;3;No;Yes;"Very close";2024-03-07;20:41:19.0000000;2;8
2024/03/07 8:44:24 pm EET;Female;83;1st Year;Science;68;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;5-8;3;1-3;0;0;No;Yes;"Very close";2024-03-07;20:44:24.0000000;6,5;2
2024/03/07 8:52:04 pm EET;Male;79;2nd Year;Economic & Management Sciences;59;Non-private accommodation ie. Res;R 4001- R 5000;No;8;1;5-8;0;3;No;Yes;"Very close";2024-03-07;20:52:04.0000000;8;6,5
2024/03/07 8:54:01 pm EET;Male;83;1st Year;Economic & Management Sciences;;Non-private accommodation ie. Res;R 6001 - R 7000;No;1-3;2;5-8;0;0;No;Yes;"Close";2024-03-07;20:54:01.0000000;2;6,5
2024/03/07 8:55:37 pm EET;Male;67;1st Year;Economic & Management Sciences;65;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;2;5-8;2;0;No;Yes;"Close";2024-03-07;20:55:37.0000000;2;6,5
2024/03/07 8:55:40 pm EET;Male;67;1st Year;Economic & Management Sciences;77;Non-private accommodation ie. Res;R 5001 - R 6000;No;5-8;2;8;0;0;No;Yes;"Very close";2024-03-07;20:55:40.0000000;6,5;8
2024/03/07 8:55:47 pm EET;Female;71;1st Year;Economic & Management Sciences;62;Private accommodation/ stay with family/friends;R 8000+;No;3-5;Only weekends;1-3;0;1;No;Yes;"Very close";2024-03-07;20:55:47.0000000;4;2
2024/03/07 8:56:01 pm EET;Female;60;1st Year;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;Only weekends;0;0;1;No;No;"Close";2024-03-07;20:56:01.0000000;2;0
2024/03/07 8:57:08 pm EET;Male;78;1st Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;0;0;0;1;No;No;"Very close";2024-03-07;20:57:08.0000000;4;0
2024/03/07 8:57:17 pm EET;Female;83;1st Year;Economic & Management Sciences;84;Private accommodation/ stay with family/friends;R 4001- R 5000;No;0;2;0;0;0;Yes;Yes;"Fair";2024-03-07;20:57:17.0000000;0;0
2024/03/07 8:57:29 pm EET;Female;76;1st Year;Economic & Management Sciences;70;Private accommodation/ stay with family/friends;R 8000+;No;3-5;Only weekends;3-5;0;1;No;Yes;"Very close";2024-03-07;20:57:29.0000000;4;4
2024/03/07 8:57:39 pm EET;Female;75;1st Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 8000+;No;0;3;8;1;0;Yes;Yes;"Very close";2024-03-07;20:57:39.0000000;0;8
2024/03/07 8:58:08 pm EET;Male;80;3rd Year;Economic & Management Sciences;63;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;2;5-8;3;0;Yes;Yes;"Very close";2024-03-07;20:58:08.0000000;2;6,5
2024/03/07 9:01:08 pm EET;Female;78;1st Year;Economic & Management Sciences;80;Non-private accommodation ie. Res;R 6001 - R 7000;No;1-3;2;5-8;1;0;Yes;Yes;"Close";2024-03-07;21:01:08.0000000;2;6,5
2024/03/07 9:03:43 pm EET;Female;67;1st Year;Economic & Management Sciences;78;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;1;5-8;1;1;Yes;Yes;"Very close";2024-03-07;21:03:43.0000000;2;6,5
2024/03/07 9:05:14 pm EET;Female;70;2nd Year;Economic & Management Sciences;76;Non-private accommodation ie. Res;R 4001- R 5000;No;1-3;2;3-5;1;0;No;Yes;"Very close";2024-03-07;21:05:14.0000000;2;4
2024/03/07 9:05:47 pm EET;Female;67;2nd Year;Arts & Social Sciences;63;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;Only weekends;1-3;0;2;No;No;"Close";2024-03-07;21:05:47.0000000;4;2
2024/03/07 9:07:53 pm EET;Male;85;3rd Year;Science;65;Non-private accommodation ie. Res;R 5001 - R 6000;No;3-5;0;5-8;0;2;No;Yes;"Close";2024-03-07;21:07:53.0000000;4;6,5
2024/03/07 9:09:03 pm EET;Female;73;2nd Year;Economic & Management Sciences;58;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;Only weekends;1-3;0;2;No;No;"Fair";2024-03-07;21:09:03.0000000;4;2
2024/03/07 9:11:04 pm EET;Male;84;2nd Year;Economic & Management Sciences;67;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;1;8;1;0;No;Yes;"Very close";2024-03-07;21:11:04.0000000;6,5;8
2024/03/07 9:11:21 pm EET;Male;76;1st Year;Economic & Management Sciences;59;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;2;8;2;0;No;Yes;"Very close";2024-03-07;21:11:21.0000000;2;8
2024/03/07 9:12:49 pm EET;Female;65;2nd Year;Arts & Social Sciences;65;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;1-3;0;2;No;No;"Close";2024-03-07;21:12:49.0000000;6,5;2
2024/03/07 9:14:18 pm EET;Male;87;3rd Year;Economic & Management Sciences;74;Non-private accommodation ie. Res;R 4001- R 5000;Yes (NSFAS, etc...);8;2;8;3;0;No;Yes;"Very close";2024-03-07;21:14:18.0000000;8;8
2024/03/07 9:14:19 pm EET;Male;72;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;;Yes (NSFAS, etc...);8;Only weekends;5-8;0;0;No;Yes;"Close";2024-03-07;21:14:19.0000000;8;6,5
2024/03/07 9:14:34 pm EET;Female;78;2nd Year;Economic & Management Sciences;64;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;5-8;2;5-8;4;4;Yes;Yes;"Very close";2024-03-07;21:14:34.0000000;6,5;6,5
2024/03/07 9:16:56 pm EET;Male;80;2nd Year;Engineering;65;Non-private accommodation ie. Res;R 4001- R 5000;Yes (NSFAS, etc...);3-5;1;1-3;1;4;Yes;No;"Fair";2024-03-07;21:16:56.0000000;4;2
2024/03/07 9:18:49 pm EET;Female;67;1st Year;Economic & Management Sciences;80;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;3;5-8;2;0;No;Yes;"Close";2024-03-07;21:18:49.0000000;2;6,5
2024/03/07 9:24:34 pm EET;Male;72;1st Year;Arts & Social Sciences;64;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;5-8;3;8;0;0;No;Yes;"Very close";2024-03-07;21:24:34.0000000;6,5;8
2024/03/07 9:25:57 pm EET;Female;75;2nd Year;Economic & Management Sciences;75;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;0;1-3;0;0;Yes;Yes;"Very close";2024-03-07;21:25:57.0000000;6,5;2
2024/03/07 9:27:52 pm EET;Female;82;2nd Year;Economic & Management Sciences;72;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;3;1-3;0;0;No;Yes;"Close";2024-03-07;21:27:52.0000000;4;2
2024/03/07 9:27:53 pm EET;Female;94;;Engineering;;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;2;1-3;0;0;No;Yes;"Very close";2024-03-07;21:27:53.0000000;4;2
2024/03/07 9:32:42 pm EET;Female;81;2nd Year;Arts & Social Sciences;;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;2;3-5;1;0;No;Yes;"Very close";2024-03-07;21:32:42.0000000;8;4
2024/03/07 9:40:47 pm EET;Male;82;3rd Year;Economic & Management Sciences;63;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;1;3-5;0;0;Yes;Yes;"Close";2024-03-07;21:40:47.0000000;8;4
2024/03/07 9:44:28 pm EET;Female;80;3rd Year;Education;74;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;5-8;2;1-3;0;0;No;Yes;"Very close";2024-03-07;21:44:28.0000000;6,5;2
2024/03/07 9:55:22 pm EET;Female;65;3rd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;Only weekends;1-3;0;1;No;No;"Very close";2024-03-07;21:55:22.0000000;6,5;2
2024/03/07 9:56:16 pm EET;Male;85;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;1;5-8;2;2;No;Yes;"Very close";2024-03-07;21:56:16.0000000;8;6,5
2024/03/07 9:59:38 pm EET;Male;69;2nd Year;Economic & Management Sciences;55;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;0;1;3-5;0;1;Yes;Yes;"Very close";2024-03-07;21:59:38.0000000;0;4
2024/03/07 10:07:26 pm EET;Female;68;1st Year;Economic & Management Sciences;55;Private accommodation/ stay with family/friends;R 4001- R 5000;Yes (NSFAS, etc...);3-5;0;0;0;1;No;No;"Very close";2024-03-07;10:07:26.0000000;4;0
2024/03/07 10:07:30 pm EET;Male;72;1st Year;Economic & Management Sciences;58;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;1-3;3;8;2;0;No;Yes;"Very close";2024-03-07;10:07:30.0000000;2;8
2024/03/07 10:08:29 pm EET;Male;84;1st Year;Science;92;Non-private accommodation ie. Res;R 5001 - R 6000;No;3-5;Only weekends;8;0;0;Yes;Yes;"Very close";2024-03-07;10:08:29.0000000;4;8
2024/03/07 10:17:06 pm EET;Male;70;3rd Year;Economic & Management Sciences;53;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;1;8;4;4;Yes;Yes;"Very close";2024-03-07;10:17:06.0000000;4;8
2024/03/07 10:19:09 pm EET;Male;82;3rd Year;Economic & Management Sciences;77;Non-private accommodation ie. Res;R 5001 - R 6000;Yes (NSFAS, etc...);8;0;0;0;0;No;Yes;"Close";2024-03-07;10:19:09.0000000;8;0
